name,type,latitude,longitude
Charlotte County Fire Department Station 6,fire_station,26.9547714,-81.9919718
Charlotte County Fire Station 14,fire_station,26.851711,-82.2877486
Charlotte County Fire Station 13,fire_station,26.9216434,-82.3125483
Charlotte County Fire Department Station 12,fire_station,27.0016872,-82.0356736
Charlotte County Fire Department Station 11,fire_station,26.9877412,-82.0066212
East Lake Fire Department Station 58,fire_station,28.1446996,-82.6865909
San Antonio Fire Department Station 27,fire_station,28.3363877,-82.2728386
Fire Station 2 Tierra Verde,fire_station,27.6739554,-82.7266183
Lakewood Fire Department Station 11,fire_station,27.721486,-82.6747528
Nokomis Fire Department,fire_station,27.1219298,-82.454502
Traveler Rest Volunteer Fire Station 33,fire_station,28.4053753,-82.3341708
Sarasota County Fire Department Station 4,fire_station,27.3665476,-82.5466551
Iona McGregor Fire Station 71,fire_station,26.5748258,-81.8991092
Iona McGregor Fire Department Station 3,fire_station,26.5102941,-81.8984394
Sabal Park Fire Department,fire_station,27.9733654,-82.3345758
Matlacha - Pine Island Fire Department Station 2,fire_station,26.532968,-82.0885758
Lehigh Acres Fire Dept Station 103,fire_station,26.6089986,-81.7144189
Estero Fire Department Station 4,fire_station,26.4404076,-81.7580088
Estero Fire / Rescue Station 43,fire_station,26.4264562,-81.7887988
Sarasota County Fire Department Station 6,fire_station,27.3698239,-82.505264
South Trail Fire / Rescue Station 63,fire_station,26.5313154,-81.8619209
Sanibel Fire / Rescue District Station 171,fire_station,26.4377512,-82.0779294
Bayshore Fire Department Station 131,fire_station,26.716546,-81.8011254
Fort Myers Beach Fire Department Station 2,fire_station,26.4816178,-81.9480211
Palmdale Volunteer Fire Department,fire_station,26.9435931,-81.308335
Moore Haven Fire Department,fire_station,26.8327926,-81.0897473
Lorida Volunteer Fire Department Station 25,fire_station,27.3571743,-81.0452649
Leisure Lakes Volunteer Fire Department,fire_station,27.3251296,-81.420322
Hernando County Fire District,fire_station,28.4747902,-82.4395546
Wauchula Fire Department,fire_station,27.5469379,-81.8141469
DeSoto County Fire and Rescue,fire_station,27.2074325,-81.837138
Hernando County Fire Rescue,fire_station,28.5230961,-82.5621754
Islamorada Volunteer Fire Department Station 1,fire_station,24.9192004,-80.6340535
Conch Key Volunteer Fire Department,fire_station,24.7895145,-80.8897448
Tavernier Volunteer Fire Department,fire_station,25.0107976,-80.517488
Islamorada Volunteer Fire Department Station 2,fire_station,24.9705336,-80.5577825
Sugarloaf Key Volunteer Fire Department,fire_station,24.6472087,-81.5641091
Big Pine Key Volunteer Fire Department,fire_station,24.6744382,-81.3598216
Cudjoe Key Volunteer Fire Department,fire_station,24.6644134,-81.5061959
Titusville Fire Department Station 11,fire_station,28.610035,-80.8081453
Islamorada Village Fire Department Station 19,fire_station,24.8553377,-80.7315384
Key Largo Volunteer Fire Department,fire_station,25.135421,-80.405756
Saint Cloud Fire / Rescue,fire_station,28.2490616,-81.3169315
South Daytona Fire / Rescue Station 1,fire_station,29.1815238,-81.0069779
Satellite Beach Fire Department Station 55,fire_station,28.1724859,-80.6063608
DeLand Fire Department,fire_station,29.0265892,-81.3086471
Four Communities Volunteer Fire Department Station 28,fire_station,28.4482294,-80.7625192
Winter Garden Fire Department Station 24,fire_station,28.555015,-81.5823064
Longwood Fire Marshall,fire_station,28.69857,-81.3504
Okeechobee Fire Department,fire_station,27.2431759,-80.8272173
Melbourne Fire Department Station 7,fire_station,28.1670671,-80.6714609
Narcoossee Fire / Rescue Station 51,fire_station,28.2988454,-81.2383554
Cocoa Fire / Rescue Station 2,fire_station,28.354932,-80.7428923
Leesburg Fire Department Station 1,fire_station,28.8099712,-81.874208
Melbourne Fire Department Station 6,fire_station,28.1473464,-80.6554875
Yeehaw Junction Volunteer Fire Department,fire_station,27.69258,-80.8854569
Altamonte Springs Fire Department Station 11,fire_station,28.664221,-81.3593722
Osceola County Fire / Rescue Station 61,fire_station,28.332875,-81.39779
Daytona Beach Fire Department Station 1,fire_station,29.208278,-81.0169418
Ponce Inlet Fire Department,fire_station,29.0986403,-80.9409557
Port Orange Fire / Rescue Station 3,fire_station,29.125309,-81.0235717
Kissimmee Heights Fire / Rescue Station 62,fire_station,28.3290811,-81.351006
Station 25,fire_station,28.562054,-81.5446827
Rockledge Fire Department Station 1,fire_station,28.3314699,-80.7223538
Meadow Woods Fire / Rescue Station 55,fire_station,28.3714879,-81.3656263
Melbourne Beach Volunteer Fire Department Station 58,fire_station,28.0680237,-80.5636977
Melbourne Fire Department Station 3,fire_station,28.0989933,-80.6468661
Bonita Springs Fire Department Station 22,fire_station,26.3297205,-81.8164533
Fort Myers Fire Department Station 14,fire_station,26.6423645,-81.8211579
Bonita Springs Fire Department Station 24,fire_station,26.3363358,-81.7373959
Kissimmee River Volunteer Fire Department Station 2,fire_station,27.938512,-81.4217497
Estero Fire Department Station 1,fire_station,26.4372394,-81.8102666
Croom-A-Coochee Fire District,fire_station,28.5841159,-82.1830346
Tri-County Fire District Station 29,fire_station,28.6396969,-82.2319755
Webster Fire District Station 12,fire_station,28.6087995,-82.0530625
Center Hill Fire District Station 14,fire_station,28.6496396,-81.9986123
Pioneer Plantation Volunteer Fire Department - Station #5,fire_station,26.7372655,-81.2193038
Montura - Flaghole Voluteer Fire Department,fire_station,26.6370355,-81.0982883
Dover Volunteer Fire Department Station 23,fire_station,27.9937215,-82.2075844
Sundance Volunteer Fire Department Station 8,fire_station,27.6571803,-82.3847341
Plant City Fire / Rescue,fire_station,28.0217222,-82.1378605
Cork - Knights Volunteer Fire Department Station 26,fire_station,28.0472698,-82.1889896
West Hillsborough Volunteer Fire Department Station 31,fire_station,27.9996874,-82.5845338
Hillsborough County Fire / Rescue,fire_station,28.0029569,-82.4291997
Progress Village Fire Department,fire_station,27.9182462,-82.3683174
Hillsborough County Fire Marshall,fire_station,27.9189123,-82.3683586
Armdale Fire / Rescue Station 10,fire_station,28.0265554,-82.5085959
Henderson Road Volunteer Fire Department Station 6,fire_station,28.0418139,-82.5494358
Brandon Fire Department Station 11,fire_station,27.9384163,-82.2753063
Carrollwood Fire Department Station 19,fire_station,28.0671476,-82.5045758
Chapman Fire Department Station 40,fire_station,28.1023378,-82.4559592
TempleTerrace Fire Department Station 2,fire_station,28.0631408,-82.3696715
Van Dyke Fire Department Station 34,fire_station,28.1287807,-82.5459997
Valrico Fire Department Station 36,fire_station,27.9394283,-82.2199641
River Oaks Fire Department Station 38,fire_station,28.0374086,-82.5822607
Duette Volunteer Fire / Rescue,fire_station,27.5804975,-82.1930544
Hardee County Fire / Rescue,fire_station,27.6387074,-81.8289482
Armwood Fire Department Station 4,fire_station,28.0032312,-82.297338
Westchase Fire Department Station 35,fire_station,28.0517566,-82.626549
Myakka City Fire Department,fire_station,27.3867038,-82.2702425
Big Corkscrew Fire Department Station 12,fire_station,26.3658896,-81.5386187
Big Corkscrew Fire Department,fire_station,26.2768538,-81.6010165
North Naples Fire Department Station 42,fire_station,26.2724377,-81.725624
North Naples Fire Department Station 43,fire_station,26.3221113,-81.819542
North Naples Fire Department Station 40,fire_station,26.2117723,-81.789523
North Naples Fire Department Station 47,fire_station,26.181767,-81.7680492
East Naples Fire Department Station 21,fire_station,26.0908904,-81.7320075
North Naples Fire Department Station 45,fire_station,26.2695081,-81.7834701
Golden Gate Fire Department Station 71,fire_station,26.2280176,-81.632407
Golden Gate Fire Department Station 72,fire_station,26.1539506,-81.6832951
East Naples Fire Department Station 22,fire_station,26.1129023,-81.7700229
East Naples Fire Department Station 23,fire_station,26.0462016,-81.700568
Marco Island Fire Department Station 51,fire_station,25.9571604,-81.7227274
Leisure Lakes Volunteer Fire Department,fire_station,27.3870555,-81.4272585
Leesburg Fire / Rescue Station 70,fire_station,28.8077962,-81.8357035
Grand Island Fire / Rescue Station 72,fire_station,28.8757136,-81.7488891
Yalaha Fire/Rescue Station 76,fire_station,28.743042,-81.8081012
Lake County Fire Station 78,fire_station,28.7475,-81.6855556
Southside Umatilla Volunteer Fire Department Station 19,fire_station,28.9143146,-81.6733753
Pine Lakes Fire / Rescue Station 15,fire_station,28.9393976,-81.4304085
Lake County Fire/Rescue Station 10,fire_station,29.1580556,-81.5625
Altoona Fire / Rescue Station 14,fire_station,28.970523,-81.6464959
Paisley Fire Department,fire_station,28.9961873,-81.5376184
Ormond Beach Fire Department Station 4,fire_station,29.2741925,-81.146035
Ormond Beach Fire Department Station 93,fire_station,29.290669,-81.0686551
South Daytona Fire / Rescue Station 2,fire_station,29.1666816,-81.0111105
Ormond Beach Fire Department Station 1,fire_station,29.2907578,-81.0444085
Port Orange Fire / Rescue Station 2,fire_station,29.1040901,-80.9877941
Glenwood Fire / Rescue Station 46,fire_station,29.0722843,-81.328035
Volusia County Fire/Rescue Station 44,fire_station,29.2426412,-81.4669013
Kepler Ridge Fire / Rescue Station 42,fire_station,29.061327,-81.2625369
Seville Fire / Rescue Station 43,fire_station,29.3149766,-81.4922376
Volusia County Fire / Rescue Station 37,fire_station,28.7305794,-81.0326269
DeLeon Springs Fire / Rescue Station 41,fire_station,29.118303,-81.3495205
Lake Helen Fire / Rescue Station 35,fire_station,28.9850114,-81.2428793
Osteen Fire / Rescue Station 36,fire_station,28.8471625,-81.1629393
Debary Fire / Rescue Station 33,fire_station,28.8830128,-81.3082801
Indian Mound Fire / Rescue Station 34,fire_station,28.8558888,-81.2252826
Spring Lakes Fire / Rescue Station 2,fire_station,28.9774324,-81.3010769
Five Points Fire Department Station 35,fire_station,28.7422518,-81.2995753
Geneva Fire Department Station 42,fire_station,28.7384803,-81.1199823
Lake Mary Fire Department Station 33,fire_station,28.7587924,-81.320391
Sanford Fire Department Station 3,fire_station,28.8006552,-81.3168365
Paola Fire Department Station 34,fire_station,28.8107284,-81.3409004
Lake Mary Fire Department Station 1,fire_station,28.7738613,-81.3499945
Red Bug Fire Department Station 27,fire_station,28.6482502,-81.2754185
Winter Springs Fire Department Station 2,fire_station,28.6772814,-81.2619073
Sanford Fire Department Station 2,fire_station,28.7694704,-81.2732299
Orlando Sanford International Airport Fire Department,fire_station,28.7774177,-81.23071
Fern Park Fire Department Station 22,fire_station,28.6549812,-81.3466431
Casselberry Fire Department Station 1,fire_station,28.6778868,-81.3234807
Winter Springs Fire Department Station 1,fire_station,28.700578,-81.3061872
Goldenrod Fire Department Station 23,fire_station,28.6234274,-81.2877327
Longwood Fire Department Station 1,fire_station,28.7003966,-81.3507401
Longwood Fire Department Station 2,fire_station,28.7022273,-81.3342898
Sabal Point Fire Department Station 16,fire_station,28.7015614,-81.4176552
Casselberry Fire Department Station 2,fire_station,28.6466526,-81.3204588
Lake County Fire Station Supply,fire_station,28.8980474,-81.6872905
Altamonte Springs Fire Department Station 12,fire_station,28.6667166,-81.3899462
Forest City Fire Department Station 13,fire_station,28.6689409,-81.4411288
Altamonte Springs Fire Department Station 14,fire_station,28.6508837,-81.3819821
South Clermont Fire / Rescue Station 109,fire_station,28.5159933,-81.7628921
South 561 Volunteer Fire Department Station 110,fire_station,28.4379756,-81.8018019
Summer Bay Fire / Rescue Station 112,fire_station,28.3697695,-81.6860068
Bay Lake Volunteer Fire Department Station 111,fire_station,28.4750129,-81.9056138
Sorrento Fire / Rescue Station 39,fire_station,28.8075059,-81.5361843
Lake Norris Volunteer Fire Department StatiLake Norris Volunteer Fire Department Station 21,fire_station,28.8765806,-81.54085
Minneola Fire / Rescue Station 90,fire_station,28.5808758,-81.7503409
Deltona Fire / Rescue Station 3,fire_station,28.9238065,-81.1893821
Deltona Fire / Rescue Station 2,fire_station,28.901232,-81.2556096
Edgewater Fire / Rescue Station 2,fire_station,28.9539837,-80.8958481
Daytona Beach Fire Department Station 3,fire_station,29.2397197,-81.0212785
Daytona Beach Fire Department Station 2,fire_station,29.2027824,-80.9985575
Deltona Fire / Rescue Station 4,fire_station,28.8798619,-81.1748266
Suntree - Viera Fire / Rescue Station 80,fire_station,28.2259758,-80.6766343
Stuart Fire Station 1,fire_station,27.1933721,-80.2401677
Rockledge Fire Department Station 3,fire_station,28.3023957,-80.7219098
Indian River Shores Fire Department,fire_station,27.692174,-80.3715775
New Smyrna Beach Fire / Rescue Station 53,fire_station,29.0483206,-80.9358097
New Smyrna Beach Fire / Rescue Station 52,fire_station,29.0371373,-80.899962
Deltona Fire / Rescue Station 1,fire_station,28.9062107,-81.2258627
Sanford Fire Department Station 1,fire_station,28.7997486,-81.2727425
Montverde Volunteer Fire Department,fire_station,28.5992702,-81.6718275
Martin County Fire / Rescue Station 22,fire_station,27.1022307,-80.2795432
Martin County Fire Marshall,fire_station,27.195581,-80.2244279
Stuart Fire Station 2,fire_station,27.175,-80.2386111
Mims Fire / Rescue Station 22,fire_station,28.6660831,-80.8456346
Indialantic Fire Department Station 57,fire_station,28.0915606,-80.5701208
Casselberry Fire Department,fire_station,28.671261,-81.3365876
Kissimmee Fire Department Station 1,fire_station,28.2954074,-81.4074526
Edgewater Fire / Rescue Station 1,fire_station,28.9759386,-80.8972529
Cocoa Fire / Rescue Station 3,fire_station,28.3880789,-80.7594981
Port Salerno Fire Department,fire_station,27.1438834,-80.2006597
Indian Harbour Beach Fire Department Station 56,fire_station,28.1521088,-80.5946332
North Peninsula Fire / Rescue Station 14,fire_station,29.335227,-81.0603062
Halifax Fire Department Station 13,fire_station,29.3287836,-81.1124367
Halifax Plantation Fire / Rescue Station 16,fire_station,29.4043176,-81.1447899
Rima Ridge Fire Department Station 18,fire_station,29.2656918,-81.2277094
South Beach Fire / Rescue Station 21,fire_station,28.9794677,-80.8610416
Turnbull Fire Rescue Station 23,fire_station,29.0186545,-80.9457991
Oak Hill Fire / Rescue Station 22,fire_station,28.870289,-80.8509486
Astatula Volunteer Fire Department Station 77,fire_station,28.7101068,-81.7340802
Booker Park Vounteer Fire Department Station 26,fire_station,27.0230215,-80.482819
Daytona Beach Fire Department Station 5,fire_station,29.2160825,-81.0457423
